barrio;ley;identificacion;circunscripcion;seccion;manzana;parcela;division;tipo_unidad;nrounidad;partidaunidad;digitoverificador;tipoplano;valuacionfiscal;nueva;mtstotales;mtscubiertos;habilitado
CABA;2095;VTV Norte 1110;;;;;VTV Norte 1110;Comercial;1;;;;0;N;0;0;S
CABA;2095;VTV Norte 1111;;;;;VTV Norte 1111;Comercial;1;;;;0;N;0;0;S
CABA;2095;VTV Sud 1112;;;;;VTV Sud 1112;Comercial;1;;;;0;N;0;0;S
CABA;2095;VTV Sud 1113;;;;;VTV Sud 1113;Comercial;1;;;;0;N;0;0;S
CABA;2095;Villamat 1115;;;;;Villamat 1115;Comercial;1;;;;0;N;0;0;S
CABA;2095;Villamat 1115;;;;;Villamat SA -;Comercial;2;;;;;S;;;S
CABA;2095;WHITE SHARK 1066;;;;;WHITE SHARK 1066;Comercial;1;;;;0;N;0;0;S
CABA;2095;White Shark 1051;;;;;White Shark 1051;Comercial;1;;;;0;N;0;0;S
CABA;2095;ZUVIRÍA N°250;;;;;CARTEL PUBLICITARIO;Comercial;1;;;;;S;;;S
CABA;2095;Ámbito Gigena;;;;;Ámbito Gigena;Comercial;1;;;;;S;;;S
